session_id,target
1,0.011006341600119167
2,3.901041740812812e-05
3,5.504999436048774e-06
4,0.0006357868341467656
5,0.0015329894393734393
6,0.004182300000051118
7,0.004213929764821285
8,0.022521750133901307
9,0.008814349286124071
10,0.0943844926367214
11,0.0019093496143928951
12,0.0013013885891972638
13,0.006202878372249696
14,0.6875974667732825
15,0.007136660795638147
16,0.02141680054783069
17,0.015182295471966065
18,0.0031937715858385207
19,0.004154183091903827
20,0.00012807487637367298
21,0.050004763543423356
22,0.0014045430137886255
23,0.006156623866159394
24,0.12855259689750115
25,0.05884805769948734
26,0.0008473889868228021
27,0.019001039620813374
28,5.943511162451122e-05
29,0.0452009080511369
30,0.005071986344220177
31,0.13691543092741212
32,0.18060009596991322
33,0.005251988547627959
34,0.0006571794066589284
35,0.061909386086798454
36,0.00021454137487139419
37,2.4105427966328395e-05
38,0.0001825137954499068
39,0.0013014073169755243
40,0.0005118728987170876
41,0.013246599113902899
42,0.01898692176594562
43,0.0010063876346827854
44,0.00028014986590678577
45,0.17792325992595703
46,0.0031089875344615416
47,0.014820466925824442
48,0.0018955230914452904
49,0.003926054334254858
50,0.001789946517539258
51,1.9648854206606425e-05
52,0.00032926570785256375
53,0.0161308878288541
54,0.006528982264704942
55,0.0145059639523327
56,0.04803699562019454
57,9.596814290058824e-05
58,0.0015441976265281037
59,0.0002333039497906394
60,4.4519738504254764e-05
61,0.001174263453640273
62,0.007016175180636122
63,0.0014121136727142688
64,0.024199017943637914
65,0.0005010867768619937
66,0.00024007108456712328
67,0.004794385765672454
68,0.045939406755195
69,0.05913666385649109
70,0.0017323607687654145
71,0.014076059143053335
72,0.002030397682531006
73,0.7832903001475068
74,6.669224669569301e-05
75,0.001120193403367078
76,0.014778061647046536
77,0.12274059977622834
78,0.01537140392667275
79,0.00041884135581138506
80,0.0011445248212469455
81,0.0005326093767859221
82,0.024500590461279666
83,0.00017335712362900603
84,0.4452049573131327
85,0.0005378261426209498
86,0.0002559458840224289
87,0.03231037335561913
88,0.004699344296323314
89,0.02123698494215518
90,0.06104707402780348
91,0.0015647458064612404
92,0.00021233274773072797
93,0.2140908001866234
94,0.00179371915779595
95,0.04755610231927355
96,7.571765941483996e-05
97,0.03039029878097218
98,0.00551001481534254
99,0.0003620482484146005
100,0.0031224214618387363
101,0.008175845412944506
102,0.3106767070971059
103,0.003728261715555837
104,0.01336962901207824
105,0.0015691220805904224
106,0.004327080203247506
107,0.19779325980036117
108,0.000421241523186203
109,0.0014740694350677387
110,0.0001410698519738041
111,0.0008166465978390039
112,6.525336404278979e-05
113,0.011749280515148897
114,0.0003886231876506978
115,0.0012561674568064317
116,0.0002397527589147603
117,0.022921152015395237
118,0.007990089390222714
119,0.0012564983039174491
120,0.012031461518570367
121,0.0010896532813957614
122,0.0008420370753035346
123,0.0009415508355040507
124,0.0014728187112995354
125,0.01868060813973875
126,9.736630874877164e-05
127,0.00012099473425694392
128,0.028757927560337192
129,0.018816211108094727
130,0.023502335972679513
131,0.021780582432738147
132,0.0028180939013033937
133,0.03391837835742568
134,0.000949722012119471
135,0.0033002379846107594
136,0.027578217993716812
137,0.003979367359860732
138,0.027849830668375698
139,0.0006272907260666807
140,0.003024594932644074
141,2.2269925841258764e-05
142,0.027382306236489063
143,0.030189148174003623
144,0.04160329987706321
145,5.433704742557611e-05
146,0.0381341078462498
147,0.00032012990390438623
148,0.06459931517959337
149,0.0032429581344369865
150,0.12217930681566798
151,0.0002477899074612156
152,0.14873269199998637
153,0.0017210349422974824
154,0.012916315111017132
155,0.0007617546207216206
156,0.0009329632759533716
157,0.0015927647459612565
158,0.04085598637476483
159,0.0004940017772695558
160,0.0005846196368496757
161,0.06625303634174633
162,0.00018621974291669295
163,0.005199966196306873
164,0.0039587605867330775
165,0.00032189036558284473
166,0.0016221775916907156
167,0.010645279778591648
168,0.003273314655306556
169,0.04059538010367777
170,0.0076743861155359775
171,0.046446101519600685
172,0.005149133952557432
173,0.018154615347541855
174,0.004416845284957932
175,0.3461396623679394
176,0.034029668983064025
177,0.10060533814909056
178,0.0005014948641366072
179,0.0015683235773315662
180,0.007961766554742365
181,0.001044993438942451
182,0.05109205952275414
183,0.0007337290791313855
184,0.0004330054179054428
185,0.022571952599415034
186,0.00147991744557119
187,0.0002949637493891844
188,0.0001747068503755267
189,0.016386554000466028
190,0.02280175879244735
191,0.010660745802356139
192,0.004991402014334725
193,0.09693568084832926
194,0.011152728192140162
195,0.0028026810721494466
196,2.3772525820273555e-05
197,0.0033083890813074197
198,0.008333506037588674
199,0.017491337159407764
200,0.0021165679365540784
201,0.0008810083586275252
202,0.11581555723549292
203,0.00014884214615584055
204,0.045364769753129315
205,0.011552791558459369
206,6.921949542281891e-06
207,0.005118181346624292
208,0.10696112451547642
209,0.00018573196800445753
210,0.023576543763972554
211,0.005585796974319492
212,0.007776114626597169
213,0.0007190363891236346
214,0.0647982862840939
215,0.05608889885690902
216,0.010791418191953136
217,0.1390348685354582
218,0.027568189528399758
219,0.00272143091581031
220,0.006566319086387658
221,0.010059479488482162
222,0.002061806123894407
223,0.1781881826281008
224,0.023667988194167423
225,0.013888266963002282
226,0.012120350847121316
227,0.09579974839686212
228,0.008755450902179876
229,0.02671912789799329
230,0.022908463231161944
231,0.00030853916489599387
232,0.0010159860791884477
233,0.0018255609734288154
234,0.007180021113852605
235,0.000740413307693051
236,0.011763018828673876
237,0.008956412827333914
238,0.004319376090642495
239,0.0013237829058225807
240,0.0037372406557420446
241,0.0002921658175855105
242,9.096978670203863e-06
243,3.776840459175385e-05
244,0.002633471708885006
245,0.000875719543646894
246,0.0019956685184123637
247,0.13415022194024934
248,0.0025277584063220226
249,0.00013671295655027642
250,0.005633648600704589
251,0.03935715276438548
252,0.0037544288103942614
253,0.0006148334346123436
254,0.0027653847061798486
255,0.020108931752521795
256,4.685251901596633e-06
257,0.004732876354263792
258,0.040540576842235464
259,0.07865636964458958
260,0.0050287670567826835
261,0.007143138817033812
262,0.21048241834721768
263,0.0032321958445499506
264,0.0020467302419519924
265,0.0017240619814151452
266,0.0002612581534490109
267,1.8876285393984177e-07
268,0.0003579865851358869
269,0.018487511363279963
270,0.005420763813331632
271,0.001641120312801036
272,0.001315717842057955
273,0.0009969965941438721
