session_id,target
1,0.031693838024652546
2,0.022255829711978325
3,0.022255829711978325
4,0.022255829711978325
5,0.14692902535993885
6,0.13899013147784736
7,0.14692902535993885
8,0.1293894506573763
9,0.1293894506573763
10,0.2447718804155052
11,0.14692902535993885
12,0.0365460617196877
13,0.0365460617196877
14,0.34788833851632367
15,0.13899013147784736
16,0.1293894506573763
17,0.18458117003146615
18,0.0365460617196877
19,0.1293894506573763
20,0.022255829711978325
21,0.3142617939640396
22,0.0365460617196877
23,0.1293894506573763
24,0.18926523598789236
25,0.34788833851632367
26,0.022255829711978325
27,0.1293894506573763
28,0.022255829711978325
29,0.22169037318079368
30,0.18926523598789236
31,0.2296635394688878
32,0.34788833851632367
33,0.14692902535993885
34,0.0365460617196877
35,0.31228533991554275
36,0.031693838024652546
37,0.022255829711978325
38,0.022255829711978325
39,0.18926523598789236
40,0.022255829711978325
41,0.20562596722249202
42,0.1293894506573763
43,0.13899013147784736
44,0.031693838024652546
45,0.34788833851632367
46,0.09367336135575823
47,0.0365460617196877
48,0.031693838024652546
49,0.14692902535993885
50,0.0365460617196877
51,0.022255829711978325
52,0.03433137155999396
53,0.19953445162828037
54,0.09367336135575823
55,0.19293900502090536
56,0.14692902535993885
57,0.022255829711978325
58,0.03433137155999396
59,0.022255829711978325
60,0.022255829711978325
61,0.022255829711978325
62,0.1293894506573763
63,0.022255829711978325
64,0.3025704403913735
65,0.022255829711978325
66,0.022255829711978325
67,0.1293894506573763
68,0.16766509970659332
69,0.34788833851632367
70,0.0365460617196877
71,0.2143053126349312
72,0.09367336135575823
73,0.32635000662081587
74,0.022255829711978325
75,0.1293894506573763
76,0.0365460617196877
77,0.16766509970659332
78,0.0365460617196877
79,0.03433137155999396
80,0.0365460617196877
81,0.0365460617196877
82,0.14692902535993885
83,0.022255829711978325
84,0.34788833851632367
85,0.14692902535993885
86,0.022255829711978325
87,0.14692902535993885
88,0.1293894506573763
89,0.19051899946091339
90,0.34788833851632367
91,0.0365460617196877
92,0.022255829711978325
93,0.2296635394688878
94,0.031693838024652546
95,0.286209828274351
96,0.022255829711978325
97,0.19051899946091339
98,0.0365460617196877
99,0.0365460617196877
100,0.13899013147784736
101,0.022255829711978325
102,0.20562596722249202
103,0.1293894506573763
104,0.1293894506573763
105,0.11202941708932183
106,0.13899013147784736
107,0.1293894506573763
108,0.1293894506573763
